Year,Company Size,Industry,Experience,Title,Country,Salary (USD),City
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,65817.0,Montreal
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, front-end",Canada,58563.0,Halifax
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,38652.0,Montreal
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,105414.0,Hamilton–Niagara Peninsula
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Engineering manager,Canada,105414.0,London
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,93701.0,Toronto
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,47631.0,Montreal
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, mobile",Canada,47631.0,Montreal
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,DevOps specialist,Canada,85893.0,Edmonton
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,56220.0,Montreal
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,56220.0,Montreal
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,85893.0,Toronto
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,Data scientist or machine learning specialist,Canada,66372.0,Ottawa
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, back-end",Canada,66372.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,Cloud infrastructure engineer,Canada,66372.0,Edmonton
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,62194.0,Montreal
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,62194.0,Montreal
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,81207.0,Toronto
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, mobile",Canada,70276.0,Kitchener–Waterloo–Barrie
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Engineering manager,Canada,105414.0,London
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Cloud infrastructure engineer,Canada,105414.0,Vancouver Island and Coast
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, front-end",Canada,60812.0,Winnipeg
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,60812.0,Winnipeg
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,Educator,Canada,60812.0,Winnipeg
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,43727.0,Montreal
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, desktop or enterprise applications",Canada,78084.0,Kingston–Pembroke
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,DevOps specialist,Canada,78084.0,Winnipeg
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,61218.0,Vancouver Island and Coast
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, front-end",Canada,85893.0,Calgary
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,54659.0,Montreal
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,54659.0,Montreal
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, desktop or enterprise applications",Canada,54659.0,Montreal
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,101509.0,Hamilton–Niagara Peninsula
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Engineering manager,Canada,101509.0,London
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,68714.0,Halifax
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,75742.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,101509.0,Hamilton–Niagara Peninsula
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, front-end",Canada,32795.0,Montreal
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Educator,Canada,78084.0,Winnipeg
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Engineering manager,Canada,101509.0,London
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, embedded applications or devices",Canada,101509.0,Montreal
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Data scientist or machine learning specialist,Canada,109318.0,Kitchener–Waterloo–Barrie
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,109318.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, full-stack",Canada,37480.0,Kitchener–Waterloo–Barrie
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,DevOps specialist,Canada,37480.0,Winnipeg
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, front-end",Canada,85893.0,Calgary
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,85893.0,Calgary
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,74180.0,Kitchener–Waterloo–Barrie
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, front-end",Canada,75742.0,Kingston–Pembroke
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,75742.0,Kingston–Pembroke
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,75742.0,Kingston–Pembroke
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,93701.0,Toronto
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,93701.0,Toronto
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, QA or test",Canada,93701.0,Montreal
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,76522.0,Kingston–Pembroke
2022,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, back-end",Canada,67230.0,Hamilton–Niagara Peninsula
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,62467.0,Vancouver Island and Coast
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,70276.0,Winnipeg
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,93701.0,Toronto
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, desktop or enterprise applications",Canada,93701.0,Toronto
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, game or graphics",Canada,93701.0,Vancouver Island and Coast
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, mobile",Canada,74180.0,Kitchener–Waterloo–Barrie
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,55440.0,Hamilton–Niagara Peninsula
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, QA or test",Canada,55440.0,London
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Data scientist or machine learning specialist,Canada,70276.0,Halifax
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,70276.0,Winnipeg
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Database administrator,Canada,70276.0,Winnipeg
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,46850.0,Montreal
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,46850.0,Montreal
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,System administrator,Canada,65592.0,Winnipeg
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,78084.0,Kingston–Pembroke
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,97605.0,Hamilton–Niagara Peninsula
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Engineering manager,Canada,97605.0,London
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,85893.0,Toronto
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,70276.0,Winnipeg
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,78084.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,58563.0,Montreal
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,81988.0,Toronto
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,DevOps specialist,Canada,81988.0,Saskatoon–Biggar
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Cloud infrastructure engineer,Canada,81988.0,Saskatoon–Biggar
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,72618.0,Kitchener–Waterloo–Barrie
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,101509.0,Hamilton–Niagara Peninsula
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,DevOps specialist,Canada,101509.0,Vancouver Island and Coast
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, desktop or enterprise applications",Canada,78084.0,Kingston–Pembroke
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, embedded applications or devices",Canada,78084.0,Ottawa
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,37476.0,Montreal
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,64810.0,Kingston–Pembroke
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,64810.0,Kingston–Pembroke
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,66372.0,Montreal
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Educator,Canada,66372.0,Winnipeg
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, front-end",Canada,62467.0,Vancouver Island and Coast
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,62467.0,Vancouver Island and Coast
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Senior Executive (C-Suite, VP, etc.)",Canada,62467.0,Moncton–Richibucto
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, mobile",Canada,109318.0,Hamilton–Niagara Peninsula
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,97600.0,Hamilton–Niagara Peninsula
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,97600.0,Hamilton–Niagara Peninsula
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,Data scientist or machine learning specialist,Canada,85893.0,Montreal
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,85893.0,Calgary
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Engineer, data",Canada,75742.0,Halifax
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,75742.0,Kingston–Pembroke
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,75742.0,Kingston–Pembroke
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,DevOps specialist,Canada,101509.0,Vancouver Island and Coast
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,102290.0,Hamilton–Niagara Peninsula
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, front-end",Canada,85893.0,Toronto
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,85893.0,Toronto
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,66372.0,Toronto
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,93701.0,Toronto
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, embedded applications or devices",Canada,93701.0,Moncton–Richibucto
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,93701.0,Toronto
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, front-end",Canada,39247.0,Montreal
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,39050.0,Montreal
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,DevOps specialist,Canada,89797.0,Halifax
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Cloud infrastructure engineer,Canada,89797.0,Halifax
2022,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,67152.0,Toronto
2022,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,67152.0,Toronto
2022,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, desktop or enterprise applications",Canada,67152.0,Toronto
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, desktop or enterprise applications",Canada,85893.0,Calgary
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,54659.0,Montreal
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,DevOps specialist,Canada,54659.0,Winnipeg
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,105414.0,Hamilton–Niagara Peninsula
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,105414.0,Hamilton–Niagara Peninsula
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, embedded applications or devices",Canada,105414.0,Calgary
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,74961.0,Kingston–Pembroke
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, desktop or enterprise applications",Canada,74961.0,Kingston–Pembroke
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, front-end",Canada,81988.0,Toronto
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,81988.0,Toronto
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, front-end",Canada,66372.0,Toronto
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,78084.0,Hamilton–Niagara Peninsula
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Senior Executive (C-Suite, VP, etc.)",Canada,78084.0,Moncton–Richibucto
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, embedded applications or devices",Canada,62467.0,Ottawa
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,DevOps specialist,Canada,85893.0,Saskatoon–Biggar
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Cloud infrastructure engineer,Canada,85893.0,Saskatoon–Biggar
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Security professional,Canada,85893.0,Saskatoon–Biggar
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,85893.0,Toronto
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,85893.0,Toronto
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,66372.0,Hamilton–Niagara Peninsula
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,78084.0,Hamilton–Niagara Peninsula
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,Cloud infrastructure engineer,Canada,78084.0,Saskatoon–Biggar
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,70276.0,Kitchener–Waterloo–Barrie
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, mobile",Canada,24600.0,Winnipeg
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,78084.0,Hamilton–Niagara Peninsula
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,62467.0,Montreal
2022,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, game or graphics",Canada,62467.0,Saskatoon–Biggar
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Engineer, site reliability",Canada,78084.0,Winnipeg
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Security professional,Canada,78084.0,Winnipeg
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, front-end",Canada,49950.0,Halifax
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,49950.0,Halifax
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, back-end",Canada,49950.0,Halifax
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,64810.0,Kingston–Pembroke
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,49193.0,Montreal
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Engineer, data",Canada,77303.0,Edmonton
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,Engineering manager,Canada,77303.0,Moncton–Richibucto
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, front-end",Canada,46848.0,Montreal
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,46848.0,Montreal
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, back-end",Canada,46848.0,Montreal
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, back-end",Canada,66372.0,Hamilton–Niagara Peninsula
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, desktop or enterprise applications",Canada,66372.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, front-end",Canada,39042.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, full-stack",Canada,39042.0,Hamilton–Niagara Peninsula
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,Educator,Canada,70276.0,Winnipeg
2022,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",0 to 1 years,Academic researcher,Canada,35138.0,Toronto
2022,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",0 to 1 years,Scientist,Canada,35138.0,Toronto
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, embedded applications or devices",Canada,93701.0,Moncton–Richibucto
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,81988.0,Hamilton–Niagara Peninsula
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,76913.0,Kingston–Pembroke
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,76913.0,Kingston–Pembroke
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,Data scientist or machine learning specialist,Canada,58563.0,Halifax
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,58563.0,Halifax
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,Scientist,Canada,58563.0,Winnipeg
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,99167.0,Hamilton–Niagara Peninsula
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, desktop or enterprise applications",Canada,99167.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,109318.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, full-stack",Canada,33576.0,Kitchener–Waterloo–Barrie
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, QA or test",Canada,33576.0,Edmonton
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, front-end",Canada,59344.0,Hamilton–Niagara Peninsula
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,59344.0,Hamilton–Niagara Peninsula
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,62467.0,Vancouver Island and Coast
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, desktop or enterprise applications",Canada,93701.0,Toronto
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, front-end",Canada,60515.0,Montreal
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,60515.0,Montreal
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, mobile",Canada,60515.0,Montreal
2022,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,78084.0,Hamilton–Niagara Peninsula
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,89797.0,Toronto
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Cloud infrastructure engineer,Canada,89797.0,Halifax
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,58563.0,Hamilton–Niagara Peninsula
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,68324.0,Kitchener–Waterloo–Barrie
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,87454.0,Calgary
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, desktop or enterprise applications",Canada,87454.0,Calgary
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,Database administrator,Canada,87454.0,Vancouver Island and Coast
2022,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, embedded applications or devices",Canada,62467.0,Ottawa
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, mobile",Canada,101509.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,93701.0,Toronto
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, front-end",Canada,58563.0,Montreal
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,58563.0,Montreal
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,93701.0,Toronto
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Engineer, data",Canada,78084.0,Halifax
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,78084.0,Kingston–Pembroke
2022,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,Cloud infrastructure engineer,Canada,78084.0,Winnipeg
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, front-end",Canada,66372.0,Hamilton–Niagara Peninsula
2022,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, back-end",Canada,66372.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, front-end",Canada,101509.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,101509.0,Hamilton–Niagara Peninsula
2022,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, mobile",Canada,101509.0,Hamilton–Niagara Peninsula
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, front-end",Canada,101509.0,Hamilton–Niagara Peninsula
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,101509.0,Hamilton–Niagara Peninsula
2022,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, embedded applications or devices",Canada,101509.0,Montreal
